Make,Model,Year,Price,Contact Number,Class,Category,Length,Hull Material
THOROUGHBRED,2009 21' x 95' House Boat,2009,210000,(877) 625-3312,Power, House Boats,95,Aluminum
Trawler,Freezer Shrimper,1995,164900,(866) 461-6540,Power, Commercial Boats,95,Steel
Custom,Freezer Trawler,1999,960000,(866) 461-6540,Power, Commercial Boats,95,Steel
ATB Maroc,M/Y Dream Angel,2005,299000,(866) 469-9640,Power," Motor Yachts, Trawlers",95,Aluminum
de Vries Lentsch,95,1951,271700,(786) 614-5723,Sails," Cruisers, Ketch",95,Steel
Sumerset,20x94,2006,199000,(866) 920-9118,Power, House Boats,94,Aluminum
Broward,Raised Pilothouse MY,1986,50000,(888) 573-4258,Power, Motor Yachts,94,Aluminum
Custom,EXPEDITION EXPLORER YACHT,2000,3995000,(443) 223-7652,Power, Trawlers,94,Steel
Sunseeker,Motor Yacht,2003,139750,(888) 855-8041,Power, Motor Yachts,94,Fiberglass
Broward,94 COCKPIT MOTORYACHT,1985,399999,(904) 502-2266,Power," Motor Yachts, Pilothouse",94,Other
Fantasy,20' x 94' Widebody,2003,6337000,(866) 942-0885,Power, House Boats,94,Aluminum
Sanlorenzo,SL94,2012,167900,(786) 614-5723,Power," Cruisers, Mega Yachts",94,Composite
Trawler,Lobster Trapping Boat/ Shrimper,1995,310000,(866) 461-6540,Power, Convertible Boats,94,Steel
Stardust Cruiser,94 Cruiser,2010,95000,(941) 914-9217,Power," House Boats, Mega Yachts",94,Aluminum
Skipperliner,Super Yacht,2007,799725,15042826800,Power," House Boats, Motor Yachts",94,Steel
Stardust Cruisers,Widebody,2001,189900,(866) 942-0885,Power, House Boats,94,Aluminum
TARRAB,3412,1998,179900,(888) 332-7577,Power, Flybridge,92,Fiberglass
Allmand,2800 Catamaran Passenger,2015,169900,(866) 855-1615,Power," Power Catamarans, Commercial Boats",92,Fiberglass
West Bay,Cockpit,2003,975000,(866) 270-9815,Power, Motor Yachts,92,Fiberglass
Antago,Flybridge MY,1996,790000,(888) 573-4258,Power," Motor Yachts, Flybridge",92,Fiberglass
Sharpe,Houseboat,2007,184900,(866) 490-8427,Power, House Boats,92,Aluminum
AllSeas,Expedition,2010,1800000,(866) 694-9091,Power, Motor Yachts,92,Steel
Koseoglu Boatworks,Schooner,1995,82500,(888) 245-1418,Sails," Schooner, Motorsailers",92,Wood
TARRAB,92 CMY,2002,164900,(866) 270-9815,Power, Motor Yachts,92,Fiberglass
Sunseeker,28 Metre Yacht,2015,2995000,(888) 855-8041,Power, Motor Yachts,92,Fiberglass
AllSeas,Expedition Yacht,2010,499900,(877) 780-5266,Power, Mega Yachts,92,Steel
Amer Gruppo Permare,Amer92,2009,229500,(888) 573-4258,Power, Motor Yachts,92,Fiberglass
AllSeas Yachts Expedition,Custom,2010,157900,(888) 573-4258,Power," Motor Yachts, Pilothouse, Flybridge",92,Steel
Cheoy Lee,CPMY,1989,2879000,(888) 573-4258,Power," Flybridge, Motor Yachts",92,Fiberglass
Sumerset,1992 18 X 92 Sumerset,1992,249000,(877) 659-5877,Power, House Boats,92,Aluminum
AllSeas Yachts,Expedition,2010,369900,(661) 406-9101,Power, Mega Yachts,92,Steel
AllSeas Yachts,Expedition LRC,2010,1172930,(661) 406-9101,Power," Mega Yachts, Trawlers, Pilothouse",92,Steel
Pershing,92,2014,199000,(954) 931-2230,Power, Motor Yachts,92,Fiberglass
Broward,Raised Pilothouse Motor Yacht,1988,229000,(877) 594-3411,Power, Motor Yachts,92,Aluminum
Horizon,20 x 92,2005,5800000,(888) 393-2055,Power, House Boats,92,Aluminum
Fantasy,92 x 17,1999,2195000,(941) 914-9217,Power," House Boats, Other",92,Aluminum
Horizon,18 'x 92' Widebody,2006,1172930,(866) 942-0885,Power, House Boats,92,Aluminum
Majesty Yachts,18x92,2006,2079285,(866) 246-9264,Power," House Boats, Aft Cabin",92,Aluminum
Swiftship,Charter Fishing Vessel,1980,239000,(866) 461-6540,Power, Commercial Boats,91,Aluminum
TARRAB,Tri Deck MY,2012,239000,(866) 270-9815,Power, Motor Yachts,91,Fiberglass
Custom,Swiftship,1971,995000,(866) 461-6540,Power, Commercial Boats,91,Aluminum
Broward,Cockpit Motor Yacht,1983,1900000,(866) 594-5122,Power, Motor Yachts,91,Aluminum
Pershing,90',2008,359000,(954) 600-0369,Power, Motor Yachts,90,Fiberglass
Horizon,Widebody,2002,1999000,(866) 942-0885,Power, House Boats,90,Aluminum
Broward,Raised Pilothouse CPMY,1990,2650000,(866) 836-9139,Power, Flybridge,90,Aluminum
Horizon,20x90 widebody,2011,1960000,(888) 393-2055,Power, House Boats,90,Aluminum
Technomar,Nadara 90 (JSS),2009,244000,(877) 430-8039,Power, Flybridge,90,Fiberglass
Fall Fantasy,19 x 90,2007,227000,(866) 246-9264,Power, House Boats,90,Aluminum
Evinrude,E90DSLA,2014,259900,(877) 718-0897,Power, Other,90,Other
Fantasy,19' x 90' House Boat,2005,169900,(877) 625-3312,Power, House Boats,90,Aluminum
Pershing,90',2007,235000,34952810066,Power, Express Cruiser,90,Fiberglass
Stephens Marine,Custom,1977,1999000,(800) 450-0660,Power, Motor Yachts,90,Aluminum
Falcon,90,2007,3900000,(786) 614-5723,Power," Cruisers, Mega Yachts",90,Fiberglass
Fantasy,19' x 90' Widebody,2008,549000,(866) 942-0885,Power, House Boats,90,Aluminum
SUMERSET HOUSEBOATS,19x90,2008,189000,(866) 920-9118,Power, House Boats,90,Aluminum
Dover,Raised Pilothouse,2001,1250000,(888) 332-7577,Power," Motor Yachts, Pilothouse",90,Aluminum
Sunseeker,Yacht,2007,1279560,(866) 594-5122,Power," Motor Yachts, Flybridge",90,Fiberglass
McQueen,Long Range,2002,225000,(866) 694-9091,Power, Motor Yachts,90,Fiberglass
Rodriquez,Trawler,1997,1999000,(866) 461-6540,Power, Trawlers,90,Steel
Sunstar,19' x 90' Houseboat,2005,270000,(866) 271-1662,Power, House Boats,90,Aluminum
H. De Hass,78 Trawler,1963,3495000,(941) 914-9217,Power," Trawlers, Other",90,Steel
Sumerset,18x90,2007,150000,(866) 920-9118,Power, House Boats,90,Aluminum
Fantasy,Houseboat,2005,1250000,(888) 541-8907,Power, House Boats,90,Aluminum
THOROUGHBRED,20x90,2006,1919340,(866) 920-9118,Power, House Boats,90,Aluminum
Sumerset,18x90 / Sumerset Houseboat / Sumerset House Boat,2000,139000,(866) 537-5071,Power, House Boats,90,Aluminum
Master Boat Builders,Shrimper,1999,225000,(866) 461-6540,Power, Commercial Boats,90,Steel
Fantasy,18 X 90 HOUSEBOAT,2005,850000,(888) 659-1462,Power," House Boats, Cruisers",90,Aluminum
Fantasy Houseboat,19 X 90,2001,2559120,(888) 659-1462,Power, House Boats,90,Aluminum
Skipperliner Industries,90' Dinner Boat,1997,595000,(888) 351-7761,Power," Commercial Boats, Cruise Ship, Passenger",90,Aluminum
Burger,Raised Pilothouse,2002,735747,(866) 694-9091,Power," Motor Yachts, Pilothouse",90,Aluminum
Custom,Steel Dive Vessel,1983,1652765,(866) 461-6540,Power, Commercial Boats,90,Steel
Majestic Yachts,90',2003,2025970,(888) 645-7791,Power, Mega Yachts,90,Aluminum
Ferretti Yachts,881,2006,1162267,(888) 397-8511,Power, Motor Yachts,89,Fiberglass
Leopard,27,2006,415000,(786) 614-5723,Power," Cruisers, Mega Yachts",89,Composite
Leopard,27,1999,853040,(866) 836-9139,Power, Motor Yachts,89,Fiberglass
Stardust,Houseboat,2001,1599450,"
                (321) 704-3445        ",Power, Houseboat,89,ALUMINUM
Ferretti,880,2005,430000,34952810066,Power, Flybridge,89,Fiberglass
Ferretti,881 HT,2010,2300000,3.00E+12,Power, Flybridge,89,Composite
Ferretti,880,2005,2559120,3.00E+12,Power, Flybridge,89,Other
Delta Powerboats,88 Carbon Yacht,2015,2548457,(877) 594-3411,Power, Mega Yachts,88,Composite
Sunseeker,88 Yacht,2010,1266666,(877) 430-8039,Power, Motor Yachts,88,Fiberglass
Ferretti Yachts,881 Hard top,2006,4995000,(888) 319-4650,Power," Motor Yachts, Pilothouse, Sports Cruiser",88,Fiberglass
Leopard,Leopard 27,2003,192000,(888) 573-4258,Power, Motor Yachts,88,Fiberglass
Custom,Freezer Trawler,2002,2395000,(866) 461-6540,Power, Commercial Boats,88,Steel
THOROUGHBRED,19 x 88 Houseboat,2008,325000,(888) 541-8907,Power, House Boats,88,Aluminum
Leopard,27,2006,430000,(866) 594-5122,Power, Motor Yachts,88,Fiberglass
Sumerset,16x88,1995,2199000,(866) 920-9118,Power, House Boats,88,Aluminum
Astander Tug,88,1975,299000,(866) 469-9640,Power, Tug,88,Steel
Leopard,27 M.,2001,95000,(305) 710-3952,Power, Motor Yachts,88,Fiberglass
Force,357Y8B,1988,2190000,(877) 634-6517,Power," Utility Boats, Aluminum Fish Boats",88,Other
Ferretti,881,2010,1995000,(786) 514-4574,Power, Motor Yachts,88,Fiberglass
Lakeview,18 x 88 houseboat,1996,2995000,(866) 246-9264,Power, House Boats,88,Aluminum
Sanlorenzo,SL88,2008,199900,(786) 614-5723,Power," Mega Yachts, Cruisers",88,Fiberglass
Tecnomar,27 Velvet (SWJ),2007,1500000,(877) 430-8039,Power, Sports Cruiser,88,Other
Sumerset,18x88,1998,1390000,(866) 246-9264,Power, House Boats,88,Fiberglass
Sunseeker,88 Yacht,2011,3199000,(888) 855-8041,Power, Motor Yachts,88,Fiberglass
Sanlorenzo,SL88,2009,4500000,(786) 292-0473,Power," Mega Yachts, Cruisers",88,Fiberglass
Maiora,MAIORA 27,2006,149900,(888) 573-4258,Power," Flybridge, Motor Yachts",88,Fiberglass
Chantiers Lesterel,88,1965,2950000,(941) 914-9217,Power," Other, Other",88,Other
H2X Custom,Luxury Powercat,2007,1249000,(888) 573-4258,Power, Power Catamarans,88,Aluminum
Johnson,Pilothouse Motoryacht,2007,623785,(866) 270-9815,Power, Motor Yachts,87,Fiberglass
Sumerset,18 x 87 Widebody,2001,650000,(866) 246-9264,Power, House Boats,87,Aluminum
Shrimper,Trawler,1986,4900000,(866) 461-6540,Power, Commercial Boats,87,Steel
Stardust,87 by 16,1998,195900,(888) 845-0651,Power, House Boats,87,Aluminum
STARDUST,16x87,1996,169900,(866) 920-9118,Power, House Boats,87,Aluminum
Custom,Trawler,1974,3299000,(866) 461-6540,Power, Trawlers,86,Steel
Custom Line,Navetta 26,2014,271300,(305) 633-9761,Power, Motor Yachts,86,Fiberglass
SUMERSET HOUSEBOATS,18x86,2007,450000,(866) 920-9118,Power, House Boats,86,Aluminum
Azimut,86S,2005,239900,(877) 430-8039,Power, Motor Yachts,86,Aluminum
Azimut,85,2000,159900,(772) 214-2393,Power, Motor Yachts,86,Other
Burger,Raised Pilothouse,1984,145000,(866) 694-9091,Power, Motor Yachts,86,Aluminum
Horizon,19X86 Wide Body with Third Level,2004,2750000,(888) 221-5823,Power, House Boats,86,Aluminum
Cerri,86 (JSS),2015,198000,(877) 430-8039,Power, Flybridge,86,Fiberglass
Riva,86' DOMINO,2013,395000,(954) 760-6530,Power, Motor Yachts,86,Fiberglass
Canados,Fly,2004,125000,(866) 469-9640,Power, Motor Yachts,86,Fiberglass
Dominator,86S US duty paid,2008,851973,(305) 796-0040,Power, Flybridge,86,Fiberglass
Dominator,86S (JSS),2007,906355,(877) 430-8039,Power, Flybridge,86,Fiberglass
Hatteras,Enclosed Flybridge,2003,179900,(888) 573-4258,Power," Motor Yachts, Sports Fishing Boats",86,Fiberglass
Sumerset,18x86,2003,1012985,(866) 920-9118,Power, House Boats,86,Aluminum
Fantasy Yachts,16x86 widebody,1998,426413,(888) 393-2055,Power, House Boats,86,Aluminum
Custom Line,Navetta 26,2010,154900,34952810066,Power, Motor Yachts,86,Fiberglass
Landry,86,1978,159900,(941) 914-9217,Power," Commercial Boats, Commercial Boats",86,Wood
Custom,Trawler,1996,327800,(866) 461-6540,Power, Trawlers,86,Steel
Sunseeker,86 Yacht,2009,1116800,(866) 836-9139,Power, Motor Yachts,86,Fiberglass
Canados,86,2009,447846,(772) 214-2393,Power," Cruisers, Motor Yachts",86,Other
Custom,Trawler,1978,999999,(866) 461-6540,Power, Trawlers,86,Steel
Custom,Trawler,1993,2100000,(866) 461-6540,Power, Trawlers,86,Steel
Majestic Houseboats,86 X 20,2014,162500,(941) 914-9217,Power," House Boats, Mega Yachts",86,Aluminum
Sharpe,16' x 86' Widebody,2003,324000,(866) 942-0885,Power, House Boats,86,Aluminum
Aicon,C-32 Acert,2008,1695000,(866) 594-5122,Power, Motor Yachts,85,Fiberglass
Sumerset,18' x 85' Widebody,2005,135000,(866) 942-0885,Power, House Boats,85,Aluminum
Azimut,Ultimate,2001,149900,(954) 376-2670,Power," Flybridge, Motor Yachts",85,Fiberglass
Custom,Trawler,1994,299999,(866) 461-6540,Power, Trawlers,85,Steel
Aeroyacht,85,2013,1599450,(888) 809-0083,Sails," Multi-Hulls, Racers and Cruisers",85,Composite
Stardust Cruisers,18 X 85 Houseboat,2013,2749000,(888) 659-1462,Power, House Boats,85,Aluminum
Tug,85,1963,349000,(866) 461-6540,Power, Commercial Boats,85,Steel
Maiora,Maiora 26,2003,1449995,(888) 573-4258,Power, Motor Yachts,85,Fiberglass
Fantasy,85' Coastal Yacht,2008,1055637,(877) 849-4395,Power," Motor Yachts, Trawlers, House Boats",85,Aluminum
Sunstar,18x85 WB,2005,204000,(866) 246-9264,Power, House Boats,85,Aluminum
Azimut,85 Ultimate,2002,325000,757,Power, Motor Yachts,85,Fiberglass
Sharpe,18x85,2005,179900,(866) 920-9118,Power, House Boats,85,Aluminum
filippetti navetta,26 (JSS),2015,549000,(877) 430-8039,Power, Flybridge,85,Fiberglass
Trawler,Trawler/ Shrimper,1986,1482157,(866) 461-6540,Power, Commercial Boats,85,Steel
Riva,Opera Super,2005,239000,(888) 397-8511,Power," Motor Yachts, Express Cruiser",85,Composite
Steel Trawler,Freezer Trawler,1982,410000,(866) 461-6540,Power, Commercial Boats,85,Steel
PATTI Shipyards,Trawler,1995,3495000,(866) 461-6540,Power, Trawlers,85,Steel
Fantasy,18'x85' Houseboat,1999,1972655,(866) 271-1662,Power, House Boats,85,Aluminum
Nadara,Nadara Fly 26,2007,1790000,(888) 573-4258,Power, Flybridge,85,Fiberglass
Breaux Bay,Custom,2002,125000,(888) 573-4258,Power, Motor Yachts,85,Aluminum
Sumerset,18x85,2004,8250,(866) 920-9118,Power, House Boats,85,Aluminum
Sumerset,20' x 85' w/Catwalk,1995,450000,(866) 942-0885,Power, House Boats,85,Aluminum
Offshore Voyager,1360,2007,5000,(888) 332-7577,Power, Cruisers,85,Fiberglass
Majestic Yachts,85,2002,2999000,(866) 836-9139,Power, House Boats,85,Aluminum
Custom,85 Sternwheeler,2012,499000,(941) 914-9217,Power," House Boats, Antique and Classics",85,Aluminum
STARDUST,18' x 85' Widebody,1997,249000,(866) 942-0885,Power, House Boats,85,Aluminum
Troy Marine,Explorer,2002,8000,(866) 469-9640,Power," Motor Yachts, Trawlers",85,Steel
Riva,85' OPERA,2006,229900,3.86E+11,Power, Flybridge,85,Other
Sharpe,"85 x 16 ""Oasis""",2003,8000,(866) 246-9264,Power, House Boats,85,Aluminum
Azimut,Ultimate,1998,849000,(866) 594-5122,Power, Motor Yachts,85,Fiberglass
Trawler,Freezer Trawler,1987,159000,(866) 461-6540,Power, Commercial Boats,85,Steel
Sumerset,85 x 18 Houseboat,1998,235000,(888) 807-3686,Power," House Boats, Motor Yachts",85,Aluminum
Norris Yacht,18' x 85' Widebody,2001,268000,(866) 942-0885,Power, House Boats,85,Aluminum
Sumerset,18x85,2001,189000,(866) 920-9118,Power, House Boats,85,Aluminum
Brodrene AA Shipyard,Tri-Deck Utility Motor Vessel,1986,6445498,(888) 397-8511,Power," Utility Boats, Passenger",84,Other
Skipperliner,84,2003,25000,(941) 914-9217,Power," Commercial Boats, Passenger",84,Steel
STARDUST,18' x 84' Widebody,1999,175000,(866) 942-0885,Power, House Boats,84,Aluminum
Lazzara,LMY 84,2007,1550000,(772) 214-2393,Power, Motor Yachts,84,Fiberglass
STARDUST 17 x 84,Houseboat,2000,749900,(888) 541-8907,Power, House Boats,84,Aluminum
Sharpe,16x84,2005,5950,(866) 920-9118,Power, House Boats,84,Aluminum
Sharpe,Houseboat,2007,599000,(866) 490-8427,Power, House Boats,84,Aluminum
Astondoa,82' GLX,2001,2719065,34952810066,Power, Flybridge,84,Fiberglass
Sumerset,16x84,2007,206000,(866) 920-9118,Power, House Boats,84,Aluminum
Sunstar,18' x 84' Widebody,1997,14900,(866) 942-0885,Power, House Boats,84,Aluminum
Sunstar,17 x 84 Widebody,2005,6600,(866) 238-6463,Power," House Boats, Flybridge",84,Aluminum
Bayliss,84 Convertible,2014,15500,(866) 269-0990,Power," Sports Fishing Boats, Convertible Boats",84,Fiberglass
Princess,Flybridge 82 Motor Yacht,2000,160000,(877) 336-9527,Sails, Commercial Boats,84,Fiberglass
Cheoy Lee,C-30,2006,155800,(888) 332-7577,Power, Motor Yachts,84,Fiberglass
Sharpe,17.5' x 84' Widebody,2001,999990,(866) 942-0885,Power, House Boats,84,Aluminum
Boat House,Custom Design,1990,1400000,(888) 437-9380,Power, Other,83,Composite
Riva,OPERA 80 Super,2001,199000,(888) 397-8511,Power," Motor Yachts, Flybridge",83,Composite
Master Marine,Trawler,1982,595000,(866) 461-6540,Power, Trawlers,83,Steel
Paddle Steamer,Decoy,1987,339000,(866) 469-9640,Power," Commercial Boats, Cruise Ship",83,Steel
Wheeler,83 Footer,1942,150000,(941) 914-9217,Power," Antique and Classics, Trawlers",83,Fiberglass
Ferretti,830,2006,25000,(954) 600-0369,Power, Motor Yachts,83,Fiberglass
STARDUST,18' x 83' Widebody,1991,135000,(866) 942-0885,Power, House Boats,83,Aluminum
Ferretti,830 HT,2010,798000,3.86E+11,Power, Flybridge,83,Fiberglass
Ferretti,830,2007,225000,3.86E+11,Power, Flybridge,83,Other
Ferretti,830,2007,1706080,34952810066,Power, Flybridge,83,Other
Kelly Custom House Boat,77 Custom,1982,5900000,(888) 659-4250,Power," House Boats, Commercial Boats",83,Steel
Ferretti,830,2008,6500,3.00E+12,Power, Motor Yachts,83,Fiberglass
Italversil,ARKADIA 83,1994,450000,(954) 760-6530,Power, Other,83,Fiberglass
Newport Offshore Yachts,Euro Style Catamaran,2015,9000,(888) 573-4258,Power," Power Catamarans, Sports Cruiser, Motor Yachts",83,Composite
JAMESTOWNER,Houseboat,2000,16500,(888) 541-8907,Power, House Boats,83,Aluminum
Ferretti Yachts,830 (SWJ),2007,2999000,(877) 430-8039,Power, Motor Yachts,83,Aluminum
Viking,82 Enclosed Bridge,2013,249000,(888) 225-1630,Power," Sports Fishing Boats, Flybridge, Convertible Boats",82,Fiberglass
San Lorenzo,1692 TI,1994,36000,(888) 855-8041,Power, Motor Yachts,82,Fiberglass
Hatteras,Flybridge Motoryacht Extended Aft Deck,1977,625000,(877) 849-4395,Power," Flybridge, Motor Yachts",82,Fiberglass
STARDUST,16x82,2000,199500,(866) 288-7067,Power, House Boats,82,Fiberglass
Hatteras,Convertible,1998,239000,(888) 573-4258,Power," Flybridge, Sports Fishing Boats, Motor Yachts",82,Fiberglass
Pershing,Motoryacht,2013,225000,(305) 987-2909,Power, Motor Yachts,82,Fiberglass
Sunseeker,Predator,2005,165000,(888) 855-8041,Power, Motor Yachts,82,Fiberglass
Fantasy,Coastal,2008,78000,(877) 849-4395,Power," House Boats, Flybridge, Motor Yachts",82,Aluminum
Pershing,Motoryacht,2015,7500000,(305) 987-2909,Power," Flybridge, Other",82,Fiberglass
TARRAB,3412 DITA,1999,229000,(888) 332-7577,Power, Motor Yachts,82,Fiberglass
Fantasy Yachts,17x82 widebody,2001,12500,(888) 393-2055,Power, House Boats,82,Aluminum
Stardust,82 by 16,2000,599000,(888) 845-0651,Power, House Boats,82,Aluminum
Sunstar,17.5' x 82' Widebody,2004,24900,(866) 942-0885,Power, House Boats,82,Aluminum
Horizon,Skylounge Motoryacht,2000,100000,(888) 332-7577,Power," Motor Yachts, Pilothouse",82,Fiberglass
Fantasy Houseboat,82,2000,34995,(888) 541-8907,Power, House Boats,82,Aluminum
Starlite,16x82,2006,373205,(866) 920-9118,Power, House Boats,82,Aluminum
STARDUST,16' x 82' HOUSE BOAT,1997,1799000,(877) 625-3312,Power, House Boats,82,Aluminum
Sumerset,16x82,1997,219900,(877) 659-5877,Power, House Boats,82,Aluminum
Mangusta,16V 2000,1998,339000,(888) 855-8041,Power," Cruisers, Sports Cruiser",82,Fiberglass
Swan,82,2008,694000,(786) 614-5723,Sails," Cruisers, Racers and Cruisers",82,Fiberglass
Hatteras,Flybridge with Cockpit,1981,2150000,(866) 694-9091,Power," Motor Yachts, Flybridge",82,Fiberglass
Sanlorenzo,SL82,2008,1167598,(866) 836-9139,Power, Mega Yachts,82,Fiberglass
HARGRAVE,Open Bridge,2007,125000,(855) 241-0424,Power, Motor Yachts,82,Other
Sunseeker,Predator 82,2005,13995,(877) 430-8039,Power, Motor Yachts,82,Fiberglass
Sunseeker,Predator 82,2006,245900,(866) 469-9640,Power," Mega Yachts, Motor Yachts",82,Fiberglass
Stardust Cruisers,16x82,2008,4950,(888) 261-5564,Power, House Boats,82,Aluminum
STARDUST,16x82,2000,4300,(866) 920-9118,Power, House Boats,82,Aluminum
Viking Yachts,82 Convertible,2010,2199999,(866) 729-2520,Power," Sports Fishing Boats, Convertible Boats",82,Fiberglass
Sunseeker,82 Yacht,2005,10000,(855) 241-0424,Power," Cruisers, Motor Yachts",82,Fiberglass
Burger,Cruiser with Cockpit,1966,25000,(866) 694-9091,Power, Motor Yachts,82,Aluminum
Bayou Marine,Trawler,1980,1225000,(866) 461-6540,Power, Trawlers,82,Steel
San Lorenzo,C32,2008,179900,(866) 594-5122,Power, Motor Yachts,82,Fiberglass
Sunseeker,Predator 82,2007,1295000,(877) 430-8039,Power," Mega Yachts, Motor Yachts",82,Fiberglass
Sumerset,82,1997,299000,(941) 914-9217,Power," House Boats, Other",82,Other
Sunseeker,82 Yacht,2006,585000,(888) 855-8041,Power, Motor Yachts,82,Fiberglass
Lubeck Shipyard,Trawler,1981,145000,(866) 694-9091,Power," Pilothouse, Motor Yachts",82,Aluminum
Long Liner,81,2002,600000,(866) 461-6540,Power, Commercial Boats,81,Steel
Sharpe,16 x 81 Widebody,2004,25900,(866) 238-6463,Power, House Boats,81,Aluminum
Sumerset,18' x 81' Houseboat,2002,6250,(866) 271-1662,Power, House Boats,81,Aluminum
Ferretti,80',1999,147000,34952810066,Power, Flybridge,81,Other
Ferretti,80',2002,19000,34952810066,Power, Flybridge,81,Fiberglass
Cheoy Lee,3412 TA,1998,1499000,(866) 694-9091,Power, Sports Cruiser,81,Fiberglass
